seqnames,start,end,Log2FC,FDR,MeanDiff,group_name
chr9,100616129,100616629,1.28144442,0.000396769,0.053837311,C6
chr17,76036892,76037392,1.999195561,0.000398183,0.041097861,C6
chr14,50438514,50439014,1.535423743,0.000399731,0.042233521,C6
chr1,72749136,72749636,1.87592646,0.000403195,0.046113259,C6
chr19,10715228,10715728,1.535984363,0.000403989,0.039473647,C6
chr4,4387900,4388400,1.325850756,0.000407881,0.05838047,C6
chr19,7770431,7770931,1.408364953,0.000408183,0.084556702,C6
chr11,6668250,6668750,2.331323812,0.000410203,0.045078746,C6
chr5,123985361,123985861,1.523314938,0.000410393,0.066515829,C6
chr8,142046098,142046598,2.219848123,0.000411694,0.108394028,C6
chr6,2943093,2943593,2.234865248,0.000413051,0.056392618,C6
chr2,203498800,203499300,1.405606543,0.000413871,0.078231135,C6
chr14,24868017,24868517,1.957218981,0.000413948,0.059490343,C6
chr3,71060196,71060696,1.198575615,0.000414538,0.064801003,C6
chr15,42119454,42119954,1.360139097,0.000414898,0.104681483,C6
chr2,173306075,173306575,1.243995338,0.000415113,0.027686392,C6
chr12,4360348,4360848,1.793504814,0.000417603,0.079428189,C6
chr12,14520128,14520628,1.087916468,0.000417961,0.156843372,C6
chr2,171570879,171571379,1.815344279,0.000418492,0.027675793,C6
chr1,8998715,8999215,3.16886351,0.000420416,0.016180932,C6
chr10,79822064,79822564,4.45698229,0.000420416,0.042434578,C6
chr11,17231087,17231587,3.529832103,0.000420416,0.021356456,C6
chr11,67112585,67113085,3.895559582,0.000420416,0.028102531,C6
chr14,106681135,106681635,3.875068167,0.000420416,0.027677648,C6
chr15,91126739,91127239,3.72401971,0.000420416,0.024725148,C6
chr16,74634954,74635454,1.186526753,0.000420416,0.116397929,C6
chr21,36425057,36425557,3.81701522,0.000420416,0.026506192,C6
chr3,30497715,30498215,3.515634262,0.000420416,0.02112749,C6
chr3,43258572,43259072,4.072809729,0.000420416,0.032040909,C6
chr3,71348795,71349295,3.57456118,0.000420416,0.022092703,C6
chr3,187903438,187903938,4.029672989,0.000420416,0.031037432,C6
chr4,70555199,70555699,3.747484909,0.000420416,0.025163781,C6
chr4,154350280,154350780,3.932119167,0.000420416,0.028875736,C6
chr5,49727411,49727911,3.89752492,0.000420416,0.0281436,C6
chr5,55396234,55396734,3.626780486,0.000420416,0.022981624,C6
chr5,80299818,80300318,3.940715004,0.000420416,0.029060394,C6
chr6,33501096,33501596,1.127977473,0.000420416,0.128819257,C6
chr7,28724666,28725166,3.756280109,0.000420416,0.025330036,C6
chr7,140177969,140178469,1.590944812,0.000420416,0.080802969,C6
chr9,4325064,4325564,4.397971893,0.000420416,0.04065277,C6
chrX,153177172,153177672,3.977292277,0.000420416,0.029858573,C6
chr10,11654486,11654986,2.056955967,0.000424042,0.046009012,C6
chr19,42928195,42928695,1.510554203,0.000424153,0.057620615,C6
chr2,64871670,64872170,1.312655874,0.00042558,0.093711917,C6
chr7,2139219,2139719,2.211446395,0.00042607,0.062308418,C6
chr15,83316550,83317050,1.614332694,0.000426769,0.062418157,C6
chr5,74161982,74162482,1.120243045,0.000426769,0.095166651,C6
chrX,11778012,11778512,1.141967077,0.000427886,0.08541962,C6
chr22,40333813,40334313,2.07129709,0.000430076,0.07996037,C6
chr18,45534462,45534962,1.641426546,0.000432114,0.076224688,C6
chr19,44023503,44024003,1.735229543,0.000433065,0.052773259,C6
chr16,769534,770034,1.6879473,0.000434532,0.035830053,C6
chr16,22332497,22332997,1.94355455,0.000437519,0.04097161,C6
chr12,106641121,106641621,1.272790553,0.000437695,0.092053775,C6
chrX,128980615,128981115,4.007965806,0.000439746,0.05134919,C6
chr19,491938,492438,2.642789638,0.000440364,0.042990505,C6
chr12,92081081,92081581,1.069115144,0.000442321,0.058202287,C6
chr17,77397107,77397607,1.235920157,0.000445027,0.041967629,C6
chr14,106657152,106657652,3.296970526,0.000447132,0.033653872,C6
chr10,65181363,65181863,2.104150588,0.0004491,0.074422478,C6
chr3,37903641,37904141,2.24942803,0.000449967,0.054226872,C6
chr2,12250175,12250675,3.42593981,0.000449989,0.033606365,C6
chr9,130746016,130746516,3.411161438,0.000449989,0.037165773,C6
chr12,112204405,112204905,1.808860099,0.000449989,0.041484841,C6
chr7,5733082,5733582,2.892951226,0.000451364,0.021894113,C6
chr17,60729874,60730374,2.178112836,0.000452987,0.03642395,C6
chr4,109090347,109090847,1.465526681,0.000453088,0.037162885,C6
chr2,50201110,50201610,2.481794179,0.000453634,0.086165286,C6
chr11,65699612,65700112,3.347571917,0.000454307,0.038159785,C6
chr14,91475783,91476283,3.290753999,0.000454307,0.03434802,C6
chr10,985153,985653,3.267373112,0.000455785,0.035865004,C6
chr22,38713826,38714326,1.998536956,0.000457226,0.035288775,C6
chr16,68033187,68033687,1.429070964,0.000458895,0.070405843,C6
chr11,111385432,111385932,3.13384237,0.000460246,0.034207669,C6
chr14,69394931,69395431,2.938321925,0.000460246,0.033657665,C6
chr3,71119798,71120298,3.08490662,0.000460246,0.029377152,C6
chr19,59049583,59050083,1.635781106,0.000460572,0.077581181,C6
chr19,16477100,16477600,1.103265595,0.000461529,0.075077819,C6
chr12,48593587,48594087,2.842880178,0.000461622,0.023350544,C6
chr2,175494164,175494664,3.149832141,0.000461622,0.032997229,C6
chr20,62065485,62065985,2.680336989,0.000461622,0.023491931,C6
chr11,11886322,11886822,2.969089982,0.000464506,0.029453817,C6
chr1,95582207,95582707,1.523626377,0.000464685,0.046820777,C6
chr15,100246729,100247229,1.444340882,0.000464685,0.049811408,C6
chr2,2650831,2651331,2.937491098,0.000465802,0.034299541,C6
chr12,58087029,58087529,1.082658206,0.000467135,0.037046686,C6
chr2,99331794,99332294,1.124383241,0.000467255,0.015408088,C6
chr13,52395709,52396209,1.030912037,0.000467842,0.063074384,C6
chr12,53583810,53584310,1.442515754,0.000468255,0.046589062,C6
chr1,150975561,150976061,2.607522829,0.000470235,0.025923766,C6
chr19,56616396,56616896,2.720618836,0.000470235,0.025732257,C6
chr5,133448325,133448825,2.392912701,0.000470235,0.015872764,C6
chr10,104236453,104236953,2.903229497,0.000471793,0.031100739,C6
chr15,91124817,91125317,2.778596831,0.000471793,0.033482149,C6
chr17,38463104,38463604,2.784272405,0.000471793,0.02959329,C6
chr8,81455179,81455679,2.724176581,0.000471793,0.029900324,C6
chrX,40027109,40027609,2.567257858,0.000471793,0.029539812,C6
chr14,23651768,23652268,1.89845618,0.000473605,0.052745462,C6
chr5,77148402,77148902,1.987233789,0.000477619,0.052291135,C6
chr4,110223846,110224346,2.385476037,0.000478229,0.06144898,C6
chr3,158445482,158445982,1.923876935,0.000479419,0.039730583,C6
chr1,44302097,44302597,1.221938007,0.000479867,0.076571634,C6
chr14,99647436,99647936,2.567921121,0.000479966,0.047939229,C6
chr5,112670561,112671061,1.368012439,0.000481091,0.046461992,C6
chr8,33371676,33372176,1.369911775,0.000481692,0.121235855,C6
chr10,118547479,118547979,1.17156371,0.000481894,0.075233233,C6
chr4,77915176,77915676,1.1580919,0.000482504,0.101426368,C6
chr11,128166725,128167225,3.516235997,0.000482591,0.061724259,C6
chr2,190984607,190985107,2.659919562,0.000482838,0.035535125,C6
chr5,133432966,133433466,2.363072407,0.000482838,0.024556875,C6
chr2,30455623,30456123,1.148878338,0.000486225,0.134595032,C6
chrX,135756603,135757103,1.526346449,0.000487407,0.069084632,C6
chr19,16206071,16206571,3.456570999,0.000488901,0.03552038,C6
chr19,1258404,1258904,1.708891582,0.00049078,0.049260886,C6
chr7,7196735,7197235,1.202325298,0.000492227,0.096121235,C6
chr19,49228056,49228556,1.322230551,0.000496187,0.062413507,C6
chr4,99610083,99610583,2.747630418,0.000496983,0.054553532,C6
chr14,24047105,24047605,3.350395818,0.000498042,0.041472744,C6
chr20,3103531,3104031,1.393262667,0.000498201,0.034842333,C6
chr10,104170195,104170695,1.8018188,0.00049865,0.037220116,C6
chr9,15293684,15294184,1.018658748,0.000498707,0.042944179,C6
chr5,139421121,139421621,1.229940147,0.000498849,0.017882934,C6
chr3,30810140,30810640,3.017376888,0.000499456,0.027532824,C6
chr17,46521740,46522240,2.009535038,0.000501098,0.104721115,C6
chr5,131811919,131812419,1.734510797,0.000502115,0.066179078,C6
chr2,219748709,219749209,3.31299143,0.000506043,0.035630379,C6
chr22,40832867,40833367,1.434303552,0.000506576,0.046161337,C6
chr13,20767158,20767658,1.709298837,0.000506817,0.038233849,C6
chr22,35948537,35949037,1.440254091,0.000506833,0.070816453,C6
chr15,63802791,63803291,2.874858503,0.00050938,0.051274192,C6
chr1,22743015,22743515,1.649148174,0.000510592,0.034026138,C6
chr16,616724,617224,2.883140431,0.000510592,0.033760595,C6
chr4,40192390,40192890,2.282331625,0.000511014,0.051380232,C6
chrX,7006949,7007449,1.886096666,0.000511738,0.049195519,C6
chr10,102974375,102974875,1.149303489,0.00051225,0.060618688,C6
chr3,119865863,119866363,2.507893529,0.000513986,0.047531555,C6
chr20,35064551,35065051,1.097445804,0.000514158,0.066998326,C6
chr10,76510414,76510914,2.005528557,0.000514421,0.064992582,C6
chr10,120417498,120417998,3.278118287,0.000514695,0.061739812,C6
chr12,6277900,6278400,3.432151687,0.000514695,0.045927591,C6
chr17,29024820,29025320,1.079265953,0.000516402,0.063407868,C6
chr8,145753671,145754171,1.36916797,0.000516448,0.066743636,C6
chr10,4868103,4868603,1.007390313,0.000517325,0.080624171,C6
chr10,88726235,88726735,1.242495004,0.000518504,0.075697951,C6
chr17,58217073,58217573,1.465038441,0.00051942,0.037677095,C6
chr1,84768942,84769442,3.066399666,0.000519747,0.031545714,C6
chr6,34202365,34202865,2.280832592,0.000519747,0.020891966,C6
chr14,93119572,93120072,2.903455084,0.000520789,0.034494258,C6
chr22,50339022,50339522,2.03449986,0.000522067,0.05954306,C6
chr12,14797077,14797577,1.725331767,0.000522615,0.045356886,C6
chr14,93203609,93204109,3.126811742,0.000523657,0.047910215,C6
chr13,28404008,28404508,2.228169774,0.000525775,0.040671518,C6
chr1,185639435,185639935,1.884311994,0.000525837,0.053696402,C6
chr19,33236807,33237307,2.199033066,0.00052604,0.053169234,C6
chr2,70780111,70780611,1.30063546,0.000527727,0.046095257,C6
chr2,969646,970146,1.807946075,0.000528535,0.06346937,C6
chr7,77357471,77357971,3.140030687,0.000529264,0.0482583,C6
chr10,28657611,28658111,2.420455395,0.000529683,0.041253758,C6
chr16,25119246,25119746,2.686216126,0.000529683,0.049718656,C6
chr19,5292573,5293073,2.130403752,0.000529788,0.039708562,C6
chr10,24808896,24809396,3.045117299,0.000530823,0.056722842,C6
chr13,26456993,26457493,1.383591439,0.000531157,0.049824488,C6
chr19,16309001,16309501,1.341702552,0.000531377,0.066736369,C6
chr5,148723795,148724295,1.434569802,0.000533959,0.038678977,C6
chr6,39068069,39068569,3.07644655,0.000534048,0.047502672,C6
chr10,116307100,116307600,2.842894055,0.000535363,0.030900907,C6
chr5,148644128,148644628,2.956700209,0.000536358,0.066133117,C6
chr15,29131058,29131558,1.3029502,0.000536595,0.080327899,C6
chr4,69241633,69242133,1.599578929,0.000537007,0.087249721,C6
chr2,30671104,30671604,2.080037434,0.000539926,0.02606661,C6
chr9,130721657,130722157,2.896397009,0.000541575,0.037037147,C6
chr2,225629210,225629710,2.631029361,0.000541689,0.040971547,C6
chr2,46087909,46088409,2.476793513,0.000541821,0.042110927,C6
chr10,43428680,43429180,1.777834541,0.000542407,0.031320663,C6
chr22,36424565,36425065,1.29552513,0.000542563,0.085276755,C6
chr7,64022569,64023069,1.472725805,0.000542699,0.062125086,C6
chr19,39895954,39896454,1.190546866,0.000542764,0.032495127,C6
chr14,91862313,91862813,2.555918592,0.000543223,0.027026771,C6
chr12,57401864,57402364,1.686456355,0.000544574,0.040967111,C6
chr1,9007134,9007634,2.620034757,0.000544795,0.033413799,C6
chr1,228603802,228604302,1.27294962,0.000547578,0.055775559,C6
chr14,98445321,98445821,2.814793705,0.000547747,0.033341854,C6
chr10,516152,516652,2.056781915,0.000550687,0.101203334,C6
chr10,21813742,21814242,2.747277157,0.000550841,0.034639591,C6
chr3,18459301,18459801,2.66471035,0.000550841,0.026568282,C6
chr5,179499440,179499940,2.691747532,0.000550986,0.036966982,C6
chr7,399764,400264,2.391330823,0.000551412,0.027434176,C6
chr14,38535103,38535603,2.624004379,0.000551715,0.037647585,C6
chr6,28510640,28511140,2.24450917,0.000553574,0.043642202,C6
chrX,54991179,54991679,2.745681763,0.000553845,0.040306595,C6
chr6,34122448,34122948,1.952156083,0.000553878,0.066585539,C6
chr7,1546561,1547061,1.694287024,0.000554832,0.040489111,C6
chr1,205281980,205282480,2.595193452,0.000555353,0.031086146,C6
chr11,72745343,72745843,2.415863058,0.000556236,0.045168386,C6
chr19,1087720,1088220,1.006768236,0.000556633,0.034122671,C6
chr13,26480395,26480895,2.07971617,0.000557212,0.043146427,C6
chr17,37081560,37082060,2.077176448,0.0005575,0.036822717,C6
chr2,114082303,114082803,1.774130808,0.0005575,0.032878743,C6
chr13,26624046,26624546,2.897999486,0.00055838,0.048643167,C6
chr7,108093120,108093620,2.454252708,0.000559808,0.045708594,C6
chr12,6895856,6896356,1.959663543,0.000560359,0.041163943,C6
chr13,49154279,49154779,2.749923244,0.000561322,0.045576038,C6
chr13,100036910,100037410,2.602178544,0.000562959,0.040281118,C6
chr6,39902022,39902522,2.287754172,0.000562959,0.035065421,C6
chr7,79801658,79802158,2.572650858,0.000563275,0.03427001,C6
chr4,99583819,99584319,1.379111968,0.000563594,0.102448253,C6
chr7,42928319,42928819,1.228571336,0.000564147,0.038357844,C6
chr2,42720232,42720732,1.969160154,0.000565381,0.041027001,C6
chr4,178314302,178314802,2.330583748,0.000566011,0.036321286,C6
chr8,1921143,1921643,2.535952056,0.000566011,0.031988045,C6
chr9,136075346,136075846,2.260096274,0.000566011,0.040424757,C6
chr1,26634270,26634770,2.27773773,0.000568029,0.023846407,C6
chr17,17688124,17688624,2.549979537,0.000568029,0.043765155,C6
chr3,107810421,107810921,1.257624366,0.000569415,0.060959001,C6
chr20,31533710,31534210,1.310651899,0.000570662,0.031013986,C6
chr13,114909137,114909637,1.169840485,0.000571562,0.05448547,C6
chr11,58297672,58298172,1.767704957,0.000573193,0.052447032,C6
chr18,74206058,74206558,2.406786479,0.000575558,0.036187427,C6
chr16,86078859,86079359,1.225584385,0.000576636,0.026260745,C6
chr20,42684670,42685170,2.314578092,0.000577222,0.03316518,C6
chr19,10044736,10045236,1.764961472,0.000577522,0.10293097,C6
chr2,60777909,60778409,2.057307979,0.000580069,0.028731101,C6
chr7,79780549,79781049,2.536894604,0.000580069,0.042526376,C6
chrX,42637332,42637832,2.488351655,0.000580069,0.051000117,C6
chr13,30687006,30687506,1.425753318,0.00058049,0.088504257,C6
chr1,18978124,18978624,4.365367247,0.000581011,0.047433218,C6
chr1,207079210,207079710,2.423075963,0.00058128,0.03798718,C6
chr1,85157161,85157661,2.888156015,0.000584105,0.015801198,C6
chr11,6399314,6399814,2.315678973,0.000584105,0.038126387,C6
chr5,31867227,31867727,3.651352631,0.000584105,0.038415103,C6
chr9,21801564,21802064,3.316407992,0.000584105,0.021537308,C6
chr9,100732304,100732804,3.548795065,0.000584105,0.027424846,C6
chr1,226874024,226874524,2.239214048,0.000585023,0.03397954,C6
chr9,33027711,33028211,1.825033844,0.000585023,0.025447534,C6
chr21,34665946,34666446,2.341149102,0.000585071,0.040811705,C6
chr12,77272528,77273028,1.147565363,0.000587455,0.061504192,C6
chr14,107150499,107150999,1.619404146,0.000587455,0.103691661,C6
chr4,109027516,109028016,3.429458071,0.000587455,0.025044179,C6
chr12,50452463,50452963,2.381959194,0.000587537,0.043219191,C6
chr20,45974828,45975328,2.300285275,0.000587537,0.034193057,C6
chr17,55951792,55952292,3.491668238,0.00058934,0.02910719,C6
chr5,1140335,1140835,2.021622099,0.000590506,0.058974822,C6
chr14,92574666,92575166,2.37159296,0.000590737,0.03897246,C6
chr10,23216179,23216679,1.447501771,0.000590882,0.019651677,C6
chr10,11051269,11051769,3.729239355,0.000591393,0.039855577,C6
chr8,142009983,142010483,3.591975552,0.000591393,0.030766579,C6
chr16,57294129,57294629,1.845077494,0.000591696,0.052528322,C6
chr3,111852467,111852967,1.65271771,0.00059245,0.019529957,C6
chr8,95452611,95453111,2.53994802,0.00059245,0.042726661,C6
chr13,20767881,20768381,2.085388732,0.000592688,0.036309216,C6
chr11,116850781,116851281,1.763092582,0.000594372,0.034647312,C6
chr4,83383502,83384002,1.279078811,0.000594372,0.03860035,C6
chr17,20157350,20157850,3.528310544,0.000594996,0.035609716,C6
chr1,111757534,111758034,1.155787468,0.000597106,0.062241457,C6
chr3,101249457,101249957,2.132548981,0.000598368,0.030283243,C6
chr11,94356232,94356732,3.541575676,0.000599035,0.04572566,C6
chr12,21767379,21767879,3.37738378,0.000599035,0.034680693,C6
chr14,62040526,62041026,3.357144075,0.000599035,0.033511102,C6
chr12,65077690,65078190,1.615328775,0.000600506,0.035541558,C6
chr17,75415710,75416210,3.0555403,0.000600592,0.025549061,C6
chr2,60112579,60113079,3.43475291,0.000600592,0.034028367,C6
chr3,126217687,126218187,3.35367529,0.000600592,0.030613753,C6
chr5,80268809,80269309,3.303038403,0.000600592,0.032238201,C6
chr10,45358792,45359292,1.678029754,0.000600956,0.046802493,C6
chr4,38857568,38858068,2.026341789,0.000601346,0.041743823,C6
chr1,112058169,112058669,1.806231917,0.000602381,0.02710487,C6
chr10,45929000,45929500,2.936184273,0.000602381,0.02183888,C6
chr15,100026658,100027158,2.649815548,0.000602381,0.015117289,C6
chr5,112073909,112074409,1.755982098,0.000602381,0.024559895,C6
chr12,6729477,6729977,1.686872475,0.000603724,0.03541428,C6
chrX,75648481,75648981,1.370753849,0.000603804,0.123077926,C6
chr9,139378694,139379194,1.942164054,0.000604269,0.043940243,C6
chr20,21376115,21376615,2.03766836,0.000604826,0.062486673,C6
chr1,31424873,31425373,3.107627455,0.000608617,0.032402045,C6
chr12,67304101,67304601,2.973180412,0.000610697,0.035363083,C6
chr12,67863327,67863827,2.925835969,0.000610697,0.026827831,C6
chr7,5727704,5728204,2.661615657,0.000612707,0.021828736,C6
chr17,80512229,80512729,1.863267056,0.000613082,0.028546244,C6
chr17,74523862,74524362,1.666622057,0.00061397,0.078264991,C6
chr7,50860858,50861358,1.56377044,0.000614706,0.025108184,C6
chr3,111804915,111805415,1.127152653,0.000615123,0.078547695,C6
chr16,4537832,4538332,1.425254307,0.000616123,0.046169807,C6
chr2,241172267,241172767,1.646835324,0.000618079,0.036645128,C6
chr3,19189223,19189723,1.800473098,0.000618198,0.03364691,C6
chr8,134478407,134478907,1.6943419,0.0006182,0.032914076,C6
chr11,95747298,95747798,1.168906477,0.000619435,0.083666047,C6
chr10,133972792,133973292,1.860844236,0.00062082,0.055853231,C6
